1.5869551,1.5838423
1.5864668,1.5951948
1.5867109,1.5818281
1.5856123,1.5845137
1.5841475,1.5969038
1.5872602,1.5859175
1.586772,1.581706
1.5859785,1.5969038
1.5846968,1.5878096
1.5805464,1.5853071
1.5829878,1.5966597
1.5819502,1.5823774
1.5860395,1.5870161
1.5820723,1.5967207
1.5845137,1.5844526
1.5869551,1.5829878
1.586894,1.5979414
1.5867109,1.5858564
1.5852461,1.5865889
1.581584,1.5917158
1.5839643,1.5862837
1.5869551,1.5845747
1.5839033,1.5944624
1.5861616,1.583415
1.586894,1.5863447
1.5820112,1.5958052
1.5876875,1.5808516
1.585185,1.5854292
1.5842695,1.5955
1.5863447,1.5831099
1.585002,1.5821333
1.5828047,1.5939131
1.5873823,1.5837202
1.5839033,1.5862226
1.581645,1.5965376
1.5845747,1.5889692
1.5838423,1.5853071
1.5826216,1.5947065
1.5871382,1.5842085
1.5844526,1.5862226
1.5831099,1.5945234
1.5856123,1.5859785
1.5839033,1.5862226
1.5830488,1.5952559
1.5876875,1.5820723
1.5853682,1.5864668
1.5818281,1.5948286
1.5855513,1.586833
1.5828657,1.5871382
1.5835981,1.5976362
1.5829878,1.5865889
1.5823164,1.5848799
1.5848799,1.5944014
1.5865889,1.5846968
1.5839643,1.585185
1.5844526,1.5967207
1.5861616,1.583415
1.5854292,1.5820112
1.5859785,1.597209
1.5879927,1.5830488
1.5876875,1.5824385
1.5870161,1.5975142
1.5870161,1.5857344
1.5840864,1.5839643
1.586894,1.5965986
1.5881147,1.5848799
1.5846357,1.5862226
1.5814009,1.5952559
1.5876875,1.5861006
1.5843306,1.5831099
1.5860395,1.5961103
1.5832319,1.5859785
1.5861616,1.585185
1.5856123,1.5915937
1.5834761,1.5864058
1.586772,1.5830488
1.5870771,1.5946455
1.5882368,1.5843916
1.5873213,1.5817671
1.5864058,1.5951948
1.585063,1.5879316
1.5843916,1.586833
1.5845137,1.5940962
1.5878096,1.5818281
1.5859175,1.5824385
1.5828047,1.5966597
1.5829268,1.5845747
1.5814619,1.5863447
1.5837202,1.5956221
1.5890303,1.585124
1.5898237,1.5853682
1.5870161,1.5950117
1.5874434,1.5862226
1.5840864,1.5871382
1.5809126,1.5945234
1.5873823,1.5866499
1.586772,1.5869551
1.5847578,1.5955
1.5832319,1.5873213
1.583354,1.5858564
1.583293,1.5964155
1.5884199,1.5835371
1.5840864,1.5866499
1.5843306,1.5970869
1.5841475,1.5879927
1.5837812,1.5873823
1.581645,1.5929365
1.5845747,1.5881758
1.5840254,1.586833
1.586833,1.5941572
1.586772,1.5894575
1.5831709,1.5870771
1.5849409,1.5964766
1.5897627,1.5857344
1.5871382,1.5848188
1.5873213,1.5958662
1.5883589,1.5831099
1.5862837,1.5843916
1.5861006,1.5957441
1.586894,1.5857954
1.5848799,1.5818281
1.5828047,1.5933027
1.5888472,1.5834761
1.5848799,1.5824385
1.586772,1.5970259
1.5893354,1.5832319
1.5879927,1.5865278
1.5857954,1.5967817
1.5861616,1.586833
1.5835981,1.5874434
1.5834761,1.5947065
1.5870161,1.5874434
1.585063,1.5855513
1.5812178,1.5975752
1.5827436,1.5861616
1.5838423,1.588542
1.5859175,1.5969648
1.5874434,1.5822554
1.5879927,1.5859785
1.5854902,1.5960493
1.5892744,1.5809126
1.5847578,1.5884199
1.5839033,1.5961103
1.5876875,1.5824385
1.5835981,1.5880537
1.5835981,1.5935469
1.5842695,1.5877485
1.5843916,1.5858564
1.5835371,1.5970869
1.583354,1.5876875
1.5853071,1.5854292
1.588542,1.5977583
1.585185,1.5879316
1.5823164,1.5869551
1.5821333,1.5974531
1.5829878,1.5876265
1.5831709,1.5852461
1.5859785,1.5959883
1.5881758,1.5830488
1.5870161,1.5854902
1.5855513,1.5969038
