0.96187246,0.9833149,0.98172396,0.98355323,0.98134136,0.9749773,0.98074365,0.9819895,0.9815059,0.9795983,0.99003464,0.98515755,0.9831176,0.9780062,0.98512137,0.9797323,0.98142123,0.982266,0.9767632,0.97306365,0.981255,0.97455645,0.98427236,0.98181623,0.97583294,0.9804881,0.97736096,0.97682166,0.98664564,0.9801828,0.98390186,0.9845707,0.97860956,0.9844822,0.97467667,0.98340774,0.98832965,0.9768724,0.9590897,0.9825094,0.9787758,0.98233914,0.9834992,0.9802387,0.9775063,0.9775627,0.97897774,0.9852459,0.97674054,0.98589075,0.9811663,0.98067534,0.9799978,0.98884296,0.9777097,0.9856853,0.9823796,0.9831232,0.9868528,0.98278826,0.9825661,0.9813085,0.9789419,0.9643846,0.983142,0.98104465,0.9799653,0.97892326,0.9793823,0.967378,0.97280115,0.984718,0.98433036,0.97992533,0.97764254,0.9790909,0.9809846,0.9834056,0.98053455,0.98225296,0.97887623,0.9810089,0.9774376,0.9757849,0.97778314,0.97712725,0.9758818,0.97430694,0.9802817,0.974568,0.9795433,0.9811169,0.97846603,0.9779106,0.98505884,0.9826723,0.9886886,0.9799708,0.9864901,0.98055834
0.97647536,0.9701252,0.98339224,0.9795566,0.97711045,0.97565633,0.98529655,0.98720586,0.9807696,0.9842188,0.9835901,0.9847986,0.97106373,0.9860719,0.9809762,0.98246384,0.978949,0.9798496,0.97481984,0.9769592,0.976566,0.9747596,0.96734047,0.9799204,0.9727112,0.9815782,0.9746102,0.9834831,0.98004425,0.9875435,0.9883146,0.98232275,0.9767857,0.9862985,0.9724986,0.9798907,0.9790583,0.9842848,0.9872526,0.98047423,0.97937405,0.9829402,0.96908015,0.9677723,0.9795166,0.982078,0.975565,0.977865,0.982639,0.9838664,0.9812008,0.98558956,0.9831822,0.9803547,0.9849246,0.9828305,0.9706918,0.97086066,0.98223966,0.9836523,0.9778806,0.9728361,0.9890726,0.9832944,0.9760842,0.97956055,0.9808278,0.9855891,0.9732498,0.98657453,0.97911644,0.975615,0.96863955,0.9748166,0.97732025,0.9791415,0.97626054,0.9767184,0.9788472,0.98086166,0.9769002,0.9742424,0.98351717,0.9753663,0.97602457,0.97555727,0.97607887,0.9803827,0.9840385,0.9796781,0.97466415,0.9807753,0.98255914,0.984062,0.9861887,0.9773213,0.98225737,0.98280674,0.9815003,0.9873825
0.96720916,0.97696906,0.98091036,0.9796473,0.97604156,0.978778,0.9840852,0.977356,0.98336613,0.9836871,0.97957075,0.9826861,0.98626876,0.9834329,0.9824121,0.97925264,0.9875475,0.9793205,0.9778286,0.9740413,0.97768515,0.9789477,0.9766243,0.9762661,0.9835199,0.97715634,0.98405874,0.9793452,0.977462,0.98559505,0.9879086,0.9832753,0.97261244,0.9864343,0.98560494,0.982749,0.97979426,0.98028094,0.98299307,0.972167,0.96895766,0.98491544,0.9870298,0.9793676,0.9875302,0.9768505,0.9788477,0.9806878,0.98003834,0.98649687,0.9819832,0.97713035,0.9774045,0.98954964,0.9849254,0.97769254,0.9870905,0.98373485,0.9849792,0.9839008,0.9870321,0.97990006,0.98412883,0.98518544,0.98587507,0.98448396,0.9853839,0.98582596,0.9811802,0.98144186,0.9756358,0.98517597,0.98167217,0.9770872,0.98632294,0.9845191,0.98732203,0.98124486,0.9819073,0.9780669,0.97962487,0.974796,0.9753807,0.9772088,0.9747014,0.978339,0.976426,0.9837859,0.97883993,0.98090065,0.97971606,0.97715724,0.9807084,0.98129123,0.9878286,0.98505056,0.9810088,0.98218834,0.97119874,0.9716479
0.9725219,0.98329395,0.98377484,0.9874342,0.9827684,0.9833144,0.980758,0.9800993,0.9838793,0.9842781,0.98891807,0.98186904,0.9841972,0.9856741,0.9857403,0.9784007,0.96865034,0.9792207,0.9717613,0.9783123,0.9738591,0.9743045,0.97529155,0.9734518,0.9775349,0.98278564,0.97431904,0.975958,0.98070264,0.9828392,0.9785723,0.98388135,0.98632115,0.975361,0.9819511,0.98441947,0.96724576,0.98115224,0.9705998,0.9812126,0.9662806,0.98425716,0.98560995,0.9854443,0.98341256,0.9797697,0.98288506,0.97602206,0.9805193,0.9825048,0.98316157,0.98496795,0.9817131,0.98075265,0.97903097,0.9747695,0.9786124,0.98037285,0.982076,0.98138946,0.9769597,0.98093766,0.98426586,0.97816586,0.97777367,0.97967046,0.9796572,0.9824916,0.9748318,0.98135865,0.97662616,0.99260426,0.9784072,0.97452146,0.9801626,0.9816885,0.9802038,0.9795605,0.97655547,0.9755304,0.9743972,0.9743447,0.9741459,0.9803332,0.982676,0.97707367,0.98133886,0.98180485,0.98571914,0.98272747,0.98239845,0.9843909,0.9891361,0.98515683,0.975921,0.98131764,0.9770081,0.9798216,0.9755772,0.9764996
0.97607446,0.9839449,0.9805729,0.9673774,0.97465986,0.987113,0.98457325,0.97264546,0.98261225,0.9843968,0.98840314,0.9857979,0.983187,0.9863359,0.9749253,0.98742425,0.9844309,0.9717892,0.9847157,0.98126334,0.9782596,0.976005,0.9794274,0.9779386,0.9759224,0.97818565,0.9839035,0.97980464,0.98184764,0.9800927,0.9803797,0.9833369,0.972438,0.97777927,0.97850525,0.9825915,0.9890659,0.98334366,0.9765058,0.98194313,0.9768709,0.9750613,0.9855345,0.9905757,0.98362374,0.9771261,0.9853258,0.9810426,0.9796724,0.98561174,0.9741594,0.9772588,0.9725705,0.97602314,0.97565925,0.9798044,0.9846474,0.9777916,0.9774143,0.98518765,0.9775169,0.9780745,0.97777146,0.97038573,0.98240936,0.98755676,0.9890605,0.97748363,0.97794545,0.97814214,0.97309077,0.9805255,0.9791063,0.9899979,0.99039423,0.9841189,0.9744449,0.9775826,0.97923064,0.9754608,0.97598845,0.9852087,0.9734299,0.9815997,0.9869567,0.9845061,0.98483014,0.97609323,0.97524035,0.98022956,0.98664784,0.98120767,0.9815492,0.9854508,0.9834149,0.9796912,0.97959113,0.9781677,0.9886654,0.9812899
0.9797433,0.9882042,0.9901827,0.9797229,0.9757353,0.98419267,0.98125845,0.98344165,0.9768642,0.9794326,0.9825192,0.97754544,0.9873678,0.9783367,0.9775282,0.98573536,0.97842234,0.97872484,0.96563125,0.9794061,0.9743697,0.9774686,0.9811654,0.9818786,0.97541785,0.9805206,0.977399,0.98222154,0.9811097,0.9854879,0.9793136,0.9842149,0.9830843,0.98343664,0.98265535,0.9842358,0.9788612,0.9851218,0.97621423,0.975148,0.9780725,0.97626334,0.97224015,0.9877471,0.97124463,0.98156977,0.981871,0.9877586,0.98027027,0.98160374,0.98071295,0.9790786,0.9766312,0.9757923,0.9858956,0.97951615,0.97248214,0.9807323,0.9829915,0.98758066,0.9811983,0.9819882,0.9785274,0.976429,0.98537934,0.9837857,0.98104084,0.981776,0.98377836,0.9763123,0.97764814,0.9729306,0.9806286,0.9760409,0.9729646,0.9764402,0.97539157,0.9772657,0.9791321,0.97705954,0.9800558,0.9748523,0.9861336,0.9814194,0.9864486,0.9836778,0.9839714,0.98014027,0.9745055,0.98487043,0.98486584,0.9785854,0.9806002,0.97798896,0.9818422,0.97830385,0.9834603,0.9854849,0.97917175,0.98318994
0.98104227,0.97038406,0.9880231,0.9755734,0.9802896,0.9774166,0.9797023,0.97803116,0.97576106,0.9797671,0.981267,0.9812053,0.98334575,0.972576,0.9844491,0.9858881,0.98879105,0.9792015,0.9828487,0.9767294,0.9732442,0.9737786,0.9747469,0.9819823,0.9835083,0.9700205,0.9810795,0.9846638,0.98588926,0.9776505,0.9851109,0.98349994,0.9810106,0.98205036,0.9818185,0.98629475,0.9852722,0.98147064,0.9850966,0.98681855,0.9823537,0.98789394,0.9781537,0.97952294,0.9789279,0.9823221,0.99144435,0.9843463,0.98991764,0.9797033,0.9776007,0.98789406,0.98666954,0.9852265,0.9850775,0.98458207,0.97950464,0.98285973,0.9828926,0.9803585,0.985617,0.9829162,0.9858171,0.98490083,0.98044914,0.97926533,0.98318976,0.97948724,0.9870324,0.9757633,0.9843216,0.9830626,0.97968495,0.97025007,0.974639,0.9754506,0.97939545,0.97974986,0.97978497,0.98006165,0.982054,0.9809798,0.9800703,0.98013943,0.97575194,0.9774724,0.9837389,0.97139895,0.9792738,0.982097,0.98007655,0.979496,0.97663957,0.97643113,0.9858135,0.98094386,0.9832767,0.98511046,0.97916913,0.9822058
0.9835161,0.9864544,0.98529917,0.9816609,0.9773125,0.9820911,0.986445,0.978479,0.9824137,0.9825965,0.9848503,0.9724446,0.9849153,0.9848096,0.9815566,0.9835656,0.98635316,0.9798636,0.979295,0.98397744,0.97398907,0.97350955,0.9812467,0.9818961,0.9736274,0.9790968,0.98370653,0.9847648,0.9739668,0.9862163,0.9839587,0.98370457,0.9794665,0.9798761,0.97607166,0.9826504,0.98858255,0.986787,0.98669606,0.9829321,0.97959167,0.98502237,0.97593033,0.98248154,0.9773696,0.9907684,0.9873742,0.9766346,0.9879105,0.97950494,0.9813838,0.9845816,0.9836333,0.9788995,0.98180205,0.98071533,0.97641146,0.9890781,0.977686,0.9829426,0.9816674,0.98591787,0.9875427,0.97334254,0.9789387,0.98193544,0.9811262,0.98125046,0.9791444,0.9887877,0.9726586,0.96854925,0.97745913,0.97652423,0.97346157,0.9788653,0.9809816,0.9858878,0.9864952,0.9821118,0.98422426,0.98514265,0.9870913,0.9808673,0.9869975,0.9899468,0.97119,0.979178,0.98576516,0.9793665,0.98204166,0.9817659,0.97572064,0.97943425,0.9843749,0.98620677,0.9837949,0.9828701,0.9805648,0.98968387
0.9744918,0.99353856,0.988654,0.9779994,0.9876296,0.983305,0.9901389,0.9770104,0.98826903,0.9840176,0.9820648,0.9898352,0.9786357,0.98372,0.9840799,0.9740536,0.9879076,0.9829319,0.97054,0.974927,0.9760014,0.97625774,0.97791284,0.98029476,0.98177516,0.981519,0.9817203,0.979511,0.9859585,0.9805633,0.9749569,0.9817419,0.97908556,0.9806792,0.98663557,0.9907388,0.98012674,0.9797328,0.98424685,0.9775534,0.98019886,0.9808418,0.98653716,0.98676234,0.98584324,0.9853934,0.9838204,0.986386,0.984957,0.9830242,0.9867671,0.9880069,0.98026997,0.98599905,0.98116916,0.97629255,0.98624957,0.98669183,0.978605,0.9800195,0.9850835,0.9846867,0.9878505,0.99190235,0.9902017,0.9840791,0.98855716,0.98621917,0.9855835,0.98070794,0.9704516,0.97654986,0.9740349,0.9776922,0.98197275,0.9785418,0.98028404,0.98848337,0.9808126,0.97689253,0.98198277,0.9867307,0.9801104,0.9744751,0.982122,0.9837116,0.9810023,0.9755203,0.98470956,0.98070097,0.979483,0.9831963,0.97888285,0.98590577,0.97429276,0.9841869,0.9895024,0.99093795,0.9796648,0.9783479
0.97951126,0.98534197,0.9820447,0.98511034,0.97365534,0.9778816,0.986459,0.98283446,0.9866801,0.98620206,0.9867074,0.9787841,0.9860414,0.9797046,0.9805244,0.9878641,0.97709614,0.9794143,0.97520953,0.97883594,0.9770419,0.9697401,0.9761006,0.974123,0.97660697,0.97729707,0.9764429,0.97585005,0.9801141,0.984258,0.9906725,0.9832701,0.9878842,0.98561376,0.9818851,0.9767158,0.9732772,0.98001754,0.98003215,0.9861794,0.98916686,0.9848694,0.9835708,0.97970295,0.98164475,0.98543787,0.98152244,0.98314834,0.9850129,0.9830973,0.9814317,0.9763301,0.9819121,0.9814323,0.9785855,0.98214406,0.9831974,0.98453516,0.9787872,0.98232687,0.98461837,0.97835916,0.9815684,0.9774035,0.9734746,0.9784574,0.9789648,0.9824177,0.9733842,0.96683854,0.97484905,0.97992283,0.98119503,0.97644377,0.9775494,0.9825077,0.9796744,0.9890212,0.9832071,0.98381954,0.98087776,0.98065495,0.97675455,0.9765457,0.9826578,0.98252743,0.98460007,0.9784898,0.9833803,0.98746806,0.97832656,0.97998565,0.98426896,0.98345804,0.9788903,0.9829751,0.9742764,0.97828877,0.98052144,0.98503184
