0.9930117,0.9927768,0.99377924,0.993278,0.9925512,0.9922077,0.9932455,0.99492264,0.99411625,0.99232405,0.9926644,0.99232143,0.9924754,0.9932011,0.99491936,0.9921698,0.99129164,0.99427474,0.9925543,0.9927054,0.99357986,0.9913404,0.9929805,0.99210006,0.9946934,0.9935076,0.9917897,0.994957,0.9941993,0.9930491,0.9946589,0.99171525,0.9944238,0.9923608,0.9927809,0.99522895,0.9940094,0.9933136,0.9943164,0.9949982,0.99522495,0.991371,0.9950729,0.9938572,0.99267054,0.99389607,0.9935089,0.9941533,0.99144375,0.994695,0.9955323,0.992558,0.9948455,0.99503374,0.9937406,0.9962978,0.99354583,0.9907675,0.9948798,0.9921427,0.99430746,0.99274164,0.9924854,0.9948061,0.9934368,0.9942304,0.99415976,0.9954536,0.99553293,0.9929359,0.9942315,0.9943472,0.9903056,0.99392587,0.992702,0.9937,0.99252015,0.9931624,0.99389046,0.99279165
0.9909593,0.99232197,0.99229527,0.9941944,0.9941551,0.9922456,0.99351233,0.993553,0.99098366,0.99435455,0.9949986,0.99274385,0.994273,0.993586,0.9950744,0.9915603,0.9940471,0.99427736,0.9942763,0.99355054,0.9928202,0.99095446,0.9943519,0.995377,0.9958374,0.99205583,0.9939268,0.99393606,0.99278617,0.9921686,0.9936667,0.99224263,0.9946127,0.9913318,0.99258685,0.99450415,0.9928216,0.99362516,0.9924042,0.993467,0.99404866,0.99523,0.9907208,0.99381036,0.994085,0.9921734,0.99308676,0.9951139,0.99335843,0.9946201,0.99404687,0.9936563,0.9925503,0.99362564,0.9922459,0.99247336,0.9928595,0.99346596,0.99331796,0.99247277,0.99290097,0.9948453,0.99530244,0.99458027,0.99450374,0.99335617,0.99266607,0.99416,0.99389166,0.99343,0.99282104,0.9941569,0.99167514,0.9935811,0.9919779,0.99289256,0.9911047,0.99343526,0.9943873,0.9945801
0.9908021,0.99232405,0.9943826,0.9944662,0.99244124,0.9944317,0.9958777,0.9951137,0.99335694,0.99431336,0.9910352,0.99465704,0.9936631,0.9953461,0.9946958,0.99438345,0.9920967,0.99519044,0.99266857,0.99346495,0.99369955,0.9957628,0.9928584,0.99297327,0.99297243,0.9932076,0.9934732,0.9921707,0.99236196,0.99488485,0.99308836,0.99275327,0.9942006,0.9917146,0.9923753,0.9936261,0.9938898,0.9922832,0.9944641,0.99473435,0.9936606,0.99397075,0.99343956,0.9945459,0.99290043,0.9942793,0.99316865,0.99335665,0.9908361,0.99347645,0.994885,0.99247247,0.99342877,0.9933195,0.99248457,0.9927425,0.992934,0.995003,0.9940498,0.99312496,0.99427146,0.9943092,0.99400204,0.9940882,0.9935921,0.9923605,0.9942743,0.9919123,0.9946552,0.99301755,0.9951532,0.99343276,0.99316627,0.9931252,0.99247223,0.9928183,0.9944656,0.9953813,0.99340016,0.9939678
0.9921067,0.9937456,0.99320215,0.99251384,0.9958759,0.9935101,0.9949637,0.9955326,0.9927079,0.99446285,0.9931263,0.9934403,0.9949608,0.9963718,0.9959141,0.9954172,0.9942339,0.9921725,0.99381244,0.9935153,0.9953055,0.9950003,0.9942324,0.9928966,0.99530244,0.99313337,0.9920961,0.99439096,0.9909916,0.9947317,0.9946556,0.99461436,0.99465644,0.9918391,0.9919027,0.99351656,0.99274576,0.9928622,0.99473476,0.9945791,0.99572384,0.9911797,0.993586,0.9921337,0.9940462,0.994693,0.9933582,0.9950765,0.99534273,0.99466175,0.994967,0.9936336,0.9938205,0.9936237,0.99324137,0.99465865,0.9934697,0.99099016,0.9935508,0.9933941,0.9930483,0.9924854,0.99232256,0.99526745,0.995075,0.9953399,0.9953815,0.9940146,0.9939342,0.9939266,0.99286985,0.99450815,0.99465746,0.9947689,0.9941995,0.9927455,0.9921805,0.9942767,0.99450207,0.9949986
0.9931278,0.9934752,0.9923273,0.9925959,0.9946178,0.9931263,0.99297917,0.9933177,0.9956863,0.99229175,0.9931689,0.99492633,0.99373585,0.99439096,0.9937058,0.99339634,0.99431336,0.9937776,0.99167645,0.99465966,0.9934732,0.99263155,0.9920964,0.99400574,0.9922536,0.9930915,0.9926324,0.9925917,0.99400574,0.99583995,0.993013,0.9919837,0.9929445,0.9939315,0.9929703,0.9943155,0.994239,0.9932798,0.993433,0.9946607,0.9935547,0.99270874,0.9947747,0.99370843,0.9949261,0.9934744,0.9924762,0.9941605,0.99224794,0.99496275,0.99355197,0.9920195,0.9939673,0.99266917,0.99308807,0.99267083,0.9950392,0.9929405,0.99340594,0.99153274,0.99373895,0.9929805,0.9915638,0.9924088,0.99290097,0.9927048,0.99163634,0.993361,0.9945027,0.9936205,0.99235874,0.99473053,0.99386007,0.993434,0.9941252,0.9930507,0.99458444,0.99462277,0.9942017,0.995725
0.9921379,0.99424314,0.9941573,0.9944274,0.9940471,0.9919412,0.9948481,0.9940525,0.99275434,0.99221987,0.9925917,0.99362075,0.9941647,0.99457985,0.9938907,0.99511594,0.99293643,0.99496,0.9941627,0.99549663,0.99336225,0.9926848,0.99305254,0.99434936,0.9958425,0.9930889,0.9939717,0.9929765,0.99633735,0.9945463,0.9929765,0.9955718,0.994239,0.9922506,0.99595416,0.99423677,0.9932483,0.9945044,0.9951532,0.99255544,0.9912953,0.9941596,0.9937771,0.9938563,0.99156153,0.9947667,0.99400663,0.99404866,0.9940489,0.99435496,0.99443036,0.99160004,0.9948095,0.9942357,0.9953806,0.9939379,0.9919058,0.99419796,0.99270564,0.9906041,0.9946209,0.9945436,0.99522656,0.99411756,0.99435,0.9949992,0.9932089,0.9925566,0.99358994,0.9961065,0.99233544,0.9940137,0.99381435,0.9933926,0.99576235,0.99251616,0.99392587,0.9933546,0.9928595,0.9909166
0.9917531,0.99363,0.9943127,0.99511516,0.99347794,0.9950017,0.9927452,0.99473757,0.9936317,0.9922533,0.9938563,0.9938924,0.99186826,0.99053425,0.9912611,0.9937814,0.994584,0.9962994,0.9938963,0.9959552,0.99278784,0.9940909,0.9923666,0.994008,0.99293935,0.9919831,0.991643,0.993166,0.99263966,0.9947289,0.99378425,0.99439114,0.99511576,0.99355346,0.9939315,0.9930897,0.9938935,0.9944321,0.9951932,0.9953815,0.9943502,0.9937473,0.9937437,0.9935161,0.99251986,0.99534184,0.9922515,0.99321175,0.99496526,0.99549335,0.99328643,0.99579763,0.9934695,0.9925221,0.99386334,0.99465746,0.99481386,0.9937356,0.99404913,0.9929821,0.99266857,0.9922506,0.9921689,0.9950721,0.9929345,0.9943094,0.9930597,0.99278206,0.9928584,0.9937034,0.9914493,0.9941261,0.99457717,0.9927807,0.99404323,0.9928966,0.99514985,0.99279225,0.99351287,0.99373776
0.9914962,0.99107844,0.9929762,0.99415845,0.9947368,0.9937051,0.9927068,0.9935493,0.9944685,0.99283147,0.99183166,0.9945088,0.99206036,0.99393284,0.9925945,0.9942322,0.99305123,0.99324524,0.99350965,0.9926728,0.99152726,0.992988,0.99412656,0.9940131,0.99367154,0.9945826,0.9952284,0.9935554,0.9943491,0.99305254,0.9920185,0.99534667,0.9954557,0.99461824,0.9951137,0.9945859,0.9952671,0.9932806,0.99412006,0.99346995,0.9940023,0.993974,0.9948142,0.9957261,0.995344,0.9932457,0.99103826,0.9945809,0.9949608,0.99446833,0.995344,0.99255604,0.99508154,0.9944656,0.9937034,0.99354905,0.9936597,0.9941673,0.99488896,0.9934712,0.9945417,0.9949995,0.9961052,0.9932403,0.9944329,0.9944321,0.99393237,0.995613,0.99485356,0.9936317,0.9945877,0.99618286,0.9953858,0.99118346,0.9923293,0.9937795,0.9937764,0.99125874,0.9929797,0.9920198
0.9901514,0.9953096,0.99232495,0.99484646,0.99507666,0.9946172,0.9948862,0.9938952,0.99511445,0.9935508,0.9939726,0.99351114,0.99507403,0.99526894,0.9932465,0.9933302,0.9926795,0.9948131,0.9938668,0.9939749,0.99408615,0.99240506,0.9940105,0.99237096,0.9935138,0.99267167,0.99602973,0.99454045,0.99332917,0.9941995,0.9931362,0.9943957,0.9942017,0.9940087,0.99160105,0.9938984,0.99229145,0.9922539,0.9956142,0.99473476,0.992898,0.9935606,0.9916023,0.99286956,0.99473274,0.99351263,0.9934737,0.99488795,0.9936718,0.99301386,0.9916859,0.994505,0.9959926,0.9930939,0.99271375,0.9945446,0.99416757,0.9941609,0.99442637,0.9959188,0.9926377,0.99526966,0.99161285,0.9940857,0.9939338,0.9935208,0.99488914,0.9923675,0.9930133,0.99416316,0.99439114,0.9946984,0.99363387,0.9956888,0.9937392,0.9919944,0.99492455,0.9951532,0.9940085,0.9951941
0.9921391,0.993177,0.9955752,0.99405456,0.99443316,0.99458176,0.9950379,0.99301755,0.9948534,0.992941,0.99438816,0.99278533,0.9943562,0.9928268,0.9937852,0.9947763,0.9940911,0.9918723,0.99488974,0.9914193,0.99298745,0.99390167,0.99466413,0.9940902,0.9932034,0.9924033,0.9934737,0.99447066,0.99424094,0.99481446,0.9938181,0.99534667,0.9944295,0.9946621,0.9948551,0.99271125,0.9929012,0.99359185,0.99328184,0.9918332,0.9930637,0.9933597,0.99484867,0.99416244,0.9937015,0.99412924,0.9927884,0.9948121,0.9934799,0.9939768,0.99344206,0.9945058,0.9927115,0.99301386,0.9948901,0.9947378,0.99496675,0.9941658,0.9938907,0.993056,0.99125975,0.9938572,0.99294287,0.9926416,0.9953062,0.99405074,0.99416,0.9938544,0.9943188,0.9948461,0.9930226,0.994695,0.9940539,0.99542296,0.9930229,0.99370366,0.9948085,0.99340594,0.993743,0.9951928
