181.56738,166.55273
180.28564,203.84521
205.06592,205.98145
205.12695,198.53516
170.45898,191.88232
203.41797,194.4458
207.26318,194.93408
168.26172,183.39844
199.87793,199.02344
207.93457,205.31006
157.51953,189.50195
196.521,207.87354
203.35693,207.6294
171.67969,184.25293
195.36133,199.57275
216.11328,212.26807
189.68506,199.69482
200.97656,210.80322
223.86475,218.43262
173.63281,198.84033
216.72363,205.31006
217.39502,207.93457
164.72168,182.60498
189.62402,204.6997
205.31006,208.91113
170.33691,181.68945
195.23926,190.78369
199.87793,199.69482
187.30469,190.47852
200.73242,226.9165
224.29199,225.14648
195.05615,197.61963
201.40381,199.20654
212.20703,217.45605
186.08398,186.87744
198.29102,207.6294
215.56396,210.00977
185.4126,207.44629
208.8501,220.44678
212.57324,223.86475
218.67676,223.80371
220.81299,235.7666
250.53711,247.60742
198.9624,212.75635
224.96338,230.63965
220.38574,226.79443
213.12256,218.55469
214.16016,225.02441
231.61621,237.65869
205.92041,217.21191
226.06201,229.60205
223.37646,232.22656
233.20312,243.396
248.27881,248.21777
257.06787,271.3501
177.05078,243.88428
250.90332,254.62646
255.78613,269.70215
192.43164,219.40918
225.6958,237.53662
233.38623,255.17578
215.99121,258.22754
261.21826,274.70703
281.35986,266.95557
237.8418,294.48242
291.97998,286.1206
288.62305,305.2246
245.16602,327.56348
338.85498,313.76953
341.90674,366.87012
238.51318,287.03613
290.51514,335.68115
327.0752,305.2246
295.27588,308.94775
300.03662,307.4829
298.99902,299.42627
236.13281,259.81445
251.14746,259.14307
253.52783,261.6455
202.86865,247.36328
272.937,265.73486
262.25586,255.05371
215.8081,279.04053
280.50537,291.36963
287.46338,295.52002
220.56885,286.792
308.03223,296.13037
300.3418,291.61377
207.38525,241.07666
230.09033,231.73828
227.64893,220.93506
195.17822,218.7378
228.19824,222.82715
219.9585,210.86426
186.38916,210.68115
224.84131,214.5874
208.23975,212.146
182.60498,222.58301
219.59229,224.78027
214.34326,217.02881
179.6753,211.16943
218.98193,221.72852
215.38086,213.91602
183.39844,202.86865
213.61084,208.66699
206.65283,206.46973
186.26709,214.83154
214.52637,225.63477
213.30566,213.3667
206.16455,227.40479
237.41455,232.59277
227.83203,229.1748
190.72266,224.41406
219.89746,221.60645
209.94873,211.65771
194.4458,209.82666
228.32031,220.44678
220.87402,217.63916
195.36133,214.77051
225.20752,225.93994
227.70996,210.43701
184.31396,213.42773
220.01953,226.06201
220.87402,231.55518
184.00879,212.5122
215.4419,223.31543
209.58252,213.48877
180.896,210.49805
214.16016,210.98633
210.2539,206.22559
166.85791,195.91064
203.78418,223.4375
215.19775,217.57812
177.47803,206.53076
213.73291,232.2876
224.16992,220.50781
177.05078,205.12695
208.91113,226.06201
218.55469,224.78027
197.00928,214.46533
227.83203,220.87402
225.32959,218.7378
189.50195,204.88281
219.71436,215.07568
227.16064,222.2168
182.23877,204.57764
208.97217,225.39062
222.76611,224.29199
183.09326,213.24463
210.43701,214.5874
204.5166,210.0708
181.81152,203.1128
207.14111,215.01465
215.68604,221.72852
180.16357,204.15039
209.39941,219.16504
222.2168,213.85498
178.94287,209.64355
212.39014,227.89307
221.66748,222.64404
185.35156,201.77002
213.97705,210.00977
215.50293,210.55908
184.61914,201.52588
212.39014,219.104
219.104,215.19775
179.06494,197.37549
